latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
19.40371,-155.29485,207.38,0.72,0.76,2025-01-01,0030,N21,VIIRS,l,2.0NRT,317.11,571.36,D
19.41123,-155.28844,367,0.72,0.76,2025-01-01,0030,N21,VIIRS,h,2.0NRT,328.07,571.36,D
19.41186,-155.27939,352.2,0.73,0.76,2025-01-01,0030,N21,VIIRS,n,2.0NRT,317.25,61.09,D
19.4107,-155.29456,347.96,0.72,0.76,2025-01-01,0030,N21,VIIRS,n,2.0NRT,302.94,70.63,D
19.41244,-155.27386,333.63,0.73,0.76,2025-01-01,0030,N21,VIIRS,n,2.0NRT,307.42,210.56,D
19.41185,-155.28096,354.75,0.73,0.76,2025-01-01,0030,N21,VIIRS,n,2.0NRT,318.55,210.56,D
19.41059,-155.29608,347.95,0.72,0.76,2025-01-01,0030,N21,VIIRS,n,2.0NRT,298.95,571.36,D
19.40493,-155.27858,367,0.73,0.76,2025-01-01,0030,N21,VIIRS,h,2.0NRT,307.8,772.54,D
19.40327,-155.3004,335.23,0.72,0.76,2025-01-01,0030,N21,VIIRS,n,2.0NRT,297.66,645.38,D
19.40441,-155.28549,367,0.73,0.76,2025-01-01,0030,N21,VIIRS,l,2.0NRT,374.77,772.54,D
19.40382,-155.29321,367,0.72,0.76,2025-01-01,0030,N21,VIIRS,l,2.0NRT,355.64,645.38,D
19.39738,-155.2868,328.19,0.72,0.76,2025-01-01,0030,N21,VIIRS,n,2.0NRT,296.41,8.15,D
19.41129,-155.28682,367,0.73,0.76,2025-01-01,0030,N21,VIIRS,h,2.0NRT,324.23,61.09,D
19.40493,-155.28006,367,0.73,0.76,2025-01-01,0030,N21,VIIRS,h,2.0NRT,316.52,210.56,D
19.40436,-155.28694,367,0.72,0.76,2025-01-01,0030,N21,VIIRS,l,2.0NRT,372.81,571.36,D
19.40313,-155.30179,326.09,0.72,0.76,2025-01-01,0030,N21,VIIRS,l,2.0NRT,296.84,46.4,D
38.63144,-75.75168,303.11,0.39,0.59,2025-01-01,0607,N21,VIIRS,n,2.0NRT,276.45,1.02,N
39.94065,-76.81634,297.04,0.46,0.63,2025-01-01,0607,N21,VIIRS,n,2.0NRT,276.04,1.23,N
40.02401,-74.25002,301.88,0.33,0.56,2025-01-01,0607,N21,VIIRS,n,2.0NRT,277.32,0.6,N
40.17329,-75.89689,299.26,0.41,0.61,2025-01-01,0607,N21,VIIRS,n,2.0NRT,275.97,0.77,N
33.36235,-81.20187,309.53,0.73,0.76,2025-01-01,0609,N21,VIIRS,n,2.0NRT,280.69,2.8,N
33.01589,-79.88857,306.72,0.61,0.71,2025-01-01,0609,N21,VIIRS,n,2.0NRT,284.41,2.21,N
33.01564,-79.88197,305.9,0.61,0.71,2025-01-01,0609,N21,VIIRS,n,2.0NRT,283.74,2.21,N
33.01638,-79.8876,314.38,0.61,0.71,2025-01-01,0609,N21,VIIRS,n,2.0NRT,284.68,3.46,N
33.0161,-79.881,296.02,0.61,0.71,2025-01-01,0609,N21,VIIRS,n,2.0NRT,283.26,2.53,N
32.62289,-81.21181,299.4,0.73,0.76,2025-01-01,0609,N21,VIIRS,n,2.0NRT,282.62,1.3,N
35.22535,-80.22151,295.9,0.66,0.73,2025-01-01,0609,N21,VIIRS,n,2.0NRT,278.7,0.82,N
35.22305,-80.22459,295.27,0.66,0.73,2025-01-01,0609,N21,VIIRS,n,2.0NRT,279.01,1.21,N
34.45078,-77.94559,308.09,0.48,0.65,2025-01-01,0609,N21,VIIRS,n,2.0NRT,284.51,1.57,N
33.95948,-81.04995,295.8,0.73,0.76,2025-01-01,0609,N21,VIIRS,n,2.0NRT,280.82,2.38,N
33.96069,-81.04791,297.19,0.72,0.76,2025-01-01,0609,N21,VIIRS,n,2.0NRT,280.7,1.32,N
33.36399,-81.19984,309.76,0.73,0.76,2025-01-01,0609,N21,VIIRS,n,2.0NRT,280.84,2.69,N
37.18183,-77.4457,296.59,0.47,0.64,2025-01-01,0609,N21,VIIRS,n,2.0NRT,280.28,1.02,N
30.28308,-81.98365,297.24,0.78,0.78,2025-01-01,0612,N21,VIIRS,n,2.0NRT,286.84,1.38,N
30.28708,-81.98174,302.34,0.78,0.78,2025-01-01,0612,N21,VIIRS,n,2.0NRT,287.03,1.91,N
30.28281,-81.97553,298.04,0.78,0.78,2025-01-01,0612,N21,VIIRS,n,2.0NRT,287.48,1.38,N
40.63539,-74.22313,301.91,0.46,0.64,2025-01-01,0748,N21,VIIRS,n,2.0NRT,281.89,3.36,N
40.63483,-74.22297,303.42,0.46,0.64,2025-01-01,0748,N21,VIIRS,n,2.0NRT,281.67,2.26,N
41.36801,-84.91384,295.59,0.43,0.38,2025-01-01,0750,N21,VIIRS,n,2.0NRT,270.86,1.61,N
34.0851,-82.80875,298.25,0.48,0.48,2025-01-01,0750,N21,VIIRS,n,2.0NRT,277.88,0.83,N
41.36553,-84.92002,326.54,0.43,0.38,2025-01-01,0750,N21,VIIRS,n,2.0NRT,272.19,3.27,N
39.48461,-84.38836,300.14,0.48,0.4,2025-01-01,0750,N21,VIIRS,n,2.0NRT,271.6,1.74,N
36.35763,-76.80685,296.33,0.45,0.63,2025-01-01,0750,N21,VIIRS,n,2.0NRT,281.1,1.06,N
36.35345,-76.814,300.7,0.45,0.63,2025-01-01,0750,N21,VIIRS,n,2.0NRT,280.99,1.13,N
35.71006,-78.8363,297.78,0.36,0.58,2025-01-01,0750,N21,VIIRS,n,2.0NRT,279.01,0.58,N
35.22213,-80.22025,298.64,0.63,0.54,2025-01-01,0750,N21,VIIRS,n,2.0NRT,278.01,0.96,N
34.45049,-77.94538,301.82,0.44,0.62,2025-01-01,0750,N21,VIIRS,n,2.0NRT,281.72,1.33,N
34.44748,-77.94691,304.58,0.44,0.62,2025-01-01,0750,N21,VIIRS,n,2.0NRT,281.63,1.12,N
35.13684,-82.09431,306.88,0.5,0.49,2025-01-01,0750,N21,VIIRS,n,2.0NRT,277.94,1.76,N
33.99798,-78.30067,297.86,0.43,0.62,2025-01-01,0750,N21,VIIRS,n,2.0NRT,281.82,0.39,N
34.15123,-79.55836,295.48,0.36,0.58,2025-01-01,0750,N21,VIIRS,n,2.0NRT,282.72,0.75,N
37.09496,-97.06073,302.19,0.45,0.47,2025-01-01,0750,N21,VIIRS,n,2.0NRT,267.2,1.31,N
34.7319,-82.53835,312.28,0.48,0.48,2025-01-01,0750,N21,VIIRS,n,2.0NRT,275.98,1.3,N
34.48635,-81.63274,302.14,0.54,0.51,2025-01-01,0750,N21,VIIRS,n,2.0NRT,278.96,1.03,N
34.48722,-81.63241,300.14,0.55,0.51,2025-01-01,0750,N21,VIIRS,n,2.0NRT,279.04,1.51,N
36.51794,-97.83952,309.22,0.49,0.49,2025-01-01,0750,N21,VIIRS,n,2.0NRT,268.79,2.2,N
36.51921,-97.83675,301.99,0.49,0.49,2025-01-01,0750,N21,VIIRS,n,2.0NRT,267.83,1.22,N
32.33876,-93.8251,307.33,0.43,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.47,1.16,N
32.45898,-94.90625,296.06,0.47,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.29,0.82,N
31.47557,-88.57376,318.13,0.43,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.54,2.74,N
32.54679,-96.03504,307.86,0.53,0.42,2025-01-01,0752,N21,VIIRS,n,2.0NRT,274.67,1.54,N
32.37217,-94.75184,309.08,0.46,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.5,1.39,N
32.18495,-93.75005,303.78,0.42,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.11,1.03,N
32.18583,-93.7479,299.17,0.42,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.25,0.83,N
30.13501,-82.76811,297.94,0.59,0.53,2025-01-01,0752,N21,VIIRS,n,2.0NRT,285.15,1.06,N
32.4398,-96.38582,296.31,0.55,0.43,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.86,0.77,N
31.15391,-87.9806,298.96,0.45,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.96,0.97,N
31.15124,-87.98615,309.77,0.45,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,283.04,1.65,N
31.14772,-87.98702,302.06,0.45,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281,0.99,N
32.45717,-97.04017,320.8,0.4,0.44,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.84,3.42,N
32.4567,-97.0359,309.49,0.4,0.44,2025-01-01,0752,N21,VIIRS,n,2.0NRT,282.04,1.6,N
31.54317,-90.6811,302.43,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.52,1.46,N
31.54252,-90.67708,314.83,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.3,1.49,N
32.34268,-97.01302,299.23,0.39,0.44,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.7,0.55,N
32.05443,-94.66101,315.12,0.46,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.31,1.83,N
31.85028,-93.44669,296.67,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.1,0.42,N
31.03075,-88.34927,296.36,0.44,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.96,1,N
30.71407,-86.77205,296.52,0.52,0.41,2025-01-01,0752,N21,VIIRS,n,2.0NRT,279.78,0.39,N
32.06994,-95.49627,325.56,0.49,0.41,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.71,3.23,N
33.32993,-80.37558,315.85,0.34,0.56,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.45,1.13,N
35.57344,-92.30271,326.93,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.89,5.06,N
33.36397,-81.20236,307.72,0.61,0.54,2025-01-01,0752,N21,VIIRS,n,2.0NRT,279.77,1.77,N
33.01374,-79.88564,348.8,0.37,0.58,2025-01-01,0752,N21,VIIRS,n,2.0NRT,283.98,6.04,N
33.0128,-79.88186,296.27,0.37,0.58,2025-01-01,0752,N21,VIIRS,n,2.0NRT,282.33,3.42,N
33.00767,-79.88369,295.77,0.37,0.58,2025-01-01,0752,N21,VIIRS,n,2.0NRT,282.86,1.23,N
33.00578,-79.8761,295.09,0.37,0.58,2025-01-01,0752,N21,VIIRS,n,2.0NRT,282.53,0.87,N
35.09064,-90.32146,296.12,0.38,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,274.99,0.63,N
35.04562,-90.16365,299.28,0.38,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,274.38,0.9,N
33.92792,-84.73254,335.97,0.38,0.43,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.66,3.65,N
34.09696,-86.09115,300.94,0.49,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.83,1.08,N
35.03605,-92.42428,297.69,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,274.05,0.77,N
33.13518,-82.45263,295.83,0.53,0.5,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.08,0.57,N
33.31894,-83.33173,295.47,0.47,0.47,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.3,0.89,N
34.87654,-92.35898,297.82,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,273.37,0.67,N
32.62217,-81.21157,298.58,0.64,0.54,2025-01-01,0752,N21,VIIRS,n,2.0NRT,282.19,1.34,N
32.62043,-81.21103,298.45,0.64,0.54,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.88,1.42,N
32.90157,-82.7855,297.18,0.51,0.49,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.38,0.53,N
32.45772,-81.32208,302.42,0.63,0.54,2025-01-01,0752,N21,VIIRS,n,2.0NRT,282.21,1.68,N
34.55331,-93.17365,298.07,0.43,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,272.91,0.65,N
34.89571,-96.62405,298.86,0.4,0.44,2025-01-01,0752,N21,VIIRS,n,2.0NRT,272.58,1.02,N
32.28909,-82.23715,298.85,0.56,0.52,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.04,1.37,N
32.28764,-82.23962,299.37,0.57,0.52,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.01,1.52,N
33.22068,-86.81535,307.37,0.47,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.13,1.89,N
33.61722,-89.36547,318.62,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.44,1.85,N
32.12051,-81.96932,296.41,0.59,0.53,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.63,0.57,N
33.44868,-88.57085,316.29,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,279.77,1.26,N
33.44681,-88.58038,304.49,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,279.38,1.21,N
32.12041,-81.96898,296.75,0.59,0.53,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.85,0.47,N
33.43783,-88.56901,320.31,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.84,1.57,N
33.23558,-87.51059,303.38,0.44,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.86,1.19,N
33.23473,-87.50594,307.92,0.44,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.11,1.19,N
33.23209,-87.51151,296.25,0.44,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.25,1.19,N
33.22861,-87.5124,305.26,0.44,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.55,1.22,N
29.63868,-81.80251,301.74,0.34,0.56,2025-01-01,0752,N21,VIIRS,n,2.0NRT,288.11,0.45,N
32.24678,-97.55092,298.68,0.42,0.45,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.3,1.14,N
31.27938,-90.42381,299.7,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.94,0.56,N
31.20824,-90.03557,314.35,0.39,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.67,1.69,N
31.38006,-91.26806,295.47,0.38,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,279.28,0.96,N
31.94675,-95.94279,299.56,0.52,0.41,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.88,1.19,N
32.00047,-96.51968,321.13,0.55,0.43,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.19,3.52,N
31.83004,-95.06302,307.79,0.47,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.51,0.94,N
29.66488,-82.8451,302.84,0.6,0.53,2025-01-01,0752,N21,VIIRS,n,2.0NRT,287.4,0.94,N
31.68804,-94.08945,298.73,0.43,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.11,1.24,N
31.68745,-94.08493,311.17,0.43,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.62,1.24,N
31.68609,-94.08755,325.08,0.43,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.66,2.74,N
29.66518,-82.84473,305.41,0.6,0.53,2025-01-01,0752,N21,VIIRS,n,2.0NRT,287.39,1.75,N
31.16189,-90.68942,295.46,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.29,0.42,N
31.17313,-90.86514,298.53,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.64,0.56,N
30.75442,-88.52263,317.97,0.44,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.53,2.65,N
31.54257,-93.52643,304.74,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.65,1.25,N
31.12164,-90.94653,295.85,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.93,0.56,N
31.77178,-96.32928,295.28,0.54,0.42,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.84,0.78,N
32.21691,-101.32814,301.01,0.35,0.57,2025-01-01,0752,N21,VIIRS,n,2.0NRT,266.95,0.48,N
32.21819,-101.84943,299.23,0.38,0.58,2025-01-01,0752,N21,VIIRS,n,2.0NRT,265.73,1.16,N
30.7905,-89.90841,302,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,279.83,0.85,N
30.77883,-89.85973,298.96,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,287.72,1.02,N
32.1804,-102.26819,298.4,0.4,0.6,2025-01-01,0752,N21,VIIRS,n,2.0NRT,263.59,0.21,N
31.82008,-98.1553,325.82,0.45,0.47,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.43,2.42,N
31.68515,-96.97523,303.48,0.39,0.44,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.79,1.08,N
31.61217,-96.43842,296.15,0.54,0.42,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.74,0.47,N
30.57137,-89.32793,295.14,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,279.34,0.44,N
30.89308,-91.31367,299.93,0.38,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,279.49,0.59,N
32.00989,-101.02708,308.81,0.33,0.56,2025-01-01,0752,N21,VIIRS,n,2.0NRT,272.83,1.62,N
32.00963,-101.02359,319.98,0.33,0.56,2025-01-01,0752,N21,VIIRS,n,2.0NRT,273.87,1.62,N
31.64689,-97.14777,299.87,0.39,0.44,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.9,0.82,N
30.34164,-88.48634,308.27,0.44,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,290.34,1.31,N
30.34083,-88.48181,299.69,0.44,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,289.4,1.31,N
32.11082,-103.547,306.69,0.48,0.64,2025-01-01,0752,N21,VIIRS,n,2.0NRT,263.52,1.09,N
32.01309,-102.34089,295.95,0.4,0.6,2025-01-01,0752,N21,VIIRS,n,2.0NRT,273.23,0.47,N
30.73932,-91.03284,296.34,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,279.19,0.4,N
30.73519,-91.07074,295.95,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.45,0.63,N
31.96722,-102.06539,296.16,0.39,0.59,2025-01-01,0752,N21,VIIRS,n,2.0NRT,274.24,0.48,N
31.14602,-93.98209,295.13,0.42,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.53,0.37,N
30.38591,-89.42085,305.48,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.2,1.09,N
33.02288,-96.10809,295.57,0.54,0.42,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.7,0.8,N
32.1365,-82.30132,295.61,0.56,0.52,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.94,0.57,N
32.97776,-86.99275,295.28,0.47,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.16,0.61,N
33.30832,-89.3391,323.49,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,287.79,22.63,N
33.30501,-89.33988,318.9,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.43,22.63,N
32.97228,-87.97632,327.9,0.43,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.96,4.88,N
34.20486,-97.10211,297.01,0.42,0.45,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.02,1.21,N
32.81621,-87.86073,297.35,0.44,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.36,0.58,N
32.53279,-86.39735,298.49,0.5,0.41,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.27,0.91,N
33.98177,-96.34903,298.15,0.57,0.43,2025-01-01,0752,N21,VIIRS,n,2.0NRT,269.44,1.31,N
33.63952,-94.11435,296.38,0.45,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.69,0.85,N
34.50629,-106.17999,299.46,0.71,0.75,2025-01-01,0752,N21,VIIRS,n,2.0NRT,263.05,1.22,N
31.62922,-83.14489,312.37,0.52,0.5,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.33,2.87,N
31.62803,-83.13961,295.94,0.52,0.5,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.52,0.67,N
31.57338,-82.96107,304.65,0.53,0.5,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.82,1.27,N
31.7403,-84.33813,302.79,0.44,0.46,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.34,0.76,N
33.61755,-96.04878,295.13,0.55,0.42,2025-01-01,0752,N21,VIIRS,n,2.0NRT,273.51,0.85,N
33.63375,-97.11092,331.2,0.41,0.45,2025-01-01,0752,N21,VIIRS,n,2.0NRT,269.06,3.6,N
32.60274,-89.99177,303.88,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.04,0.54,N
33.46637,-96.62659,306.22,0.39,0.44,2025-01-01,0752,N21,VIIRS,n,2.0NRT,271.09,1.43,N
32.57465,-90.09161,307.18,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.87,0.98,N
31.95682,-86.91459,299.84,0.49,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.73,1.13,N
32.4159,-89.93616,303.55,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.78,0.46,N
32.42411,-90.36429,298.77,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.54,0.36,N
33.0752,-95.16454,296.95,0.49,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.61,0.95,N
32.73338,-92.76962,297.38,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,273.79,0.46,N
32.31208,-90.13651,324.22,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,279.22,2.63,N
32.16104,-89.49393,303.3,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.69,0.59,N
32.35974,-90.72958,295.17,0.38,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.77,0.61,N
32.58549,-92.49315,317.47,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.28,1.6,N
33.52502,-101.738,302.02,0.38,0.59,2025-01-01,0752,N21,VIIRS,n,2.0NRT,271.84,1.05,N
32.784,-94.08025,298.24,0.44,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.69,1.46,N
32.23375,-90.34687,308.58,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.07,1.06,N
32.45403,-91.85085,317.76,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.27,1.72,N
32.45073,-91.85153,300.74,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.97,0.96,N
32.50753,-92.28071,299.88,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.9,0.67,N
33.52279,-101.73866,304.65,0.38,0.59,2025-01-01,0752,N21,VIIRS,n,2.0NRT,272.29,0.96,N
33.00455,-96.13085,307.8,0.54,0.42,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.93,1.64,N
32.48206,-92.15388,296.05,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.7,0.97,N
32.93253,-95.58315,308.51,0.51,0.41,2025-01-01,0752,N21,VIIRS,n,2.0NRT,273.74,1.4,N
33.09541,-97.67437,295.58,0.44,0.46,2025-01-01,0752,N21,VIIRS,n,2.0NRT,268.95,0.84,N
31.57971,-87.4892,302.72,0.47,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,288.86,1.5,N
31.96575,-90.10847,296.54,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.54,0.51,N
32.58247,-94.33575,324.74,0.45,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.32,3.78,N
32.65152,-94.90074,298.31,0.47,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.55,0.95,N
32.79307,-96.13117,304.47,0.54,0.42,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.2,1.46,N
32.66335,-95.2364,326.18,0.49,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,274.44,3.75,N
32.93147,-97.66338,324.65,0.44,0.46,2025-01-01,0752,N21,VIIRS,n,2.0NRT,274.68,2.06,N
32.583,-94.85641,302,0.47,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.05,1.11,N
30.60911,-83.44617,296.39,0.52,0.5,2025-01-01,0752,N21,VIIRS,n,2.0NRT,282.56,0.64,N
30.58049,-83.40339,296.97,0.53,0.5,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.89,0.95,N
32.27555,-92.72764,295.42,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,283.05,1.32,N
31.66475,-88.98926,296.73,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,277.8,0.36,N
32.4899,-94.51141,300.89,0.45,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.91,1.09,N
32.36938,-93.73647,306.36,0.42,0.38,2025-01-01,0752,N21,VIIRS,n,2.0NRT,275.76,1.35,N
31.47462,-88.13501,307.5,0.44,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,276.77,1.22,N
32.6641,-96.32484,298.76,0.55,0.43,2025-01-01,0752,N21,VIIRS,n,2.0NRT,274.97,0.83,N
31.37066,-103.67677,295.16,0.48,0.64,2025-01-01,0752,N21,VIIRS,n,2.0NRT,271.15,0.77,N
30.13788,-92.09249,319.15,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.09,1.64,N
30.57844,-95.33788,303.53,0.47,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.41,0.81,N
30.56213,-95.44534,301.15,0.47,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.6,0.6,N
30.56133,-95.44244,297.1,0.47,0.4,2025-01-01,0752,N21,VIIRS,n,2.0NRT,278.42,0.95,N
30.26093,-93.28879,297.02,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.91,0.61,N
30.24179,-93.27547,309.08,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,290.76,1.62,N
31.2891,-103.67431,300.01,0.48,0.64,2025-01-01,0752,N21,VIIRS,n,2.0NRT,273.08,0.84,N
30.46186,-95.01291,324.62,0.45,0.39,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281,2.88,N
29.84269,-90.91318,308.02,0.39,0.36,2025-01-01,0752,N21,VIIRS,n,2.0NRT,280.6,1.02,N
30.24667,-93.77612,316.7,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.05,1.91,N
30.18006,-93.32523,295.8,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,285.44,0.94,N
30.17947,-93.3211,297.9,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,286.46,0.94,N
30.17729,-93.32998,298.08,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,286.96,0.87,N
31.21169,-103.54881,295.28,0.47,0.64,2025-01-01,0752,N21,VIIRS,n,2.0NRT,268.75,0.58,N
30.14847,-93.33414,296.23,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,285.25,0.61,N
29.60381,-89.88705,324.48,0.41,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,284.18,2.12,N
30.1542,-93.42217,306.9,0.4,0.37,2025-01-01,0752,N21,VIIRS,n,2.0NRT,281.17,1.17,N
